MovieID,Titles,Plots,Genres
71464,"Serious Man, A (2009)","Bloomington, Minnesota, 1967: Jewish physics lecturer Larry Gopnik is a serious and a very put-upon man. His daughter is stealing from him to save up for a nose job, his pot-head son, who gets stoned at his own bar-mitzvah, only wants him round to fix the TV aerial and his useless brother Arthur is an unwelcome house guest. But both Arthur and Larry get turfed out into a motel when Larry's wife Judy, who wants a divorce, moves her lover, Sy, into the house and even after Sy's death in a car crash they are still there. With lawyers' bills mounting for his divorce, Arthur's criminal court appearances and a land feud with a neighbour Larry is tempted to take the bribe offered by a student to give him an illegal exam pass mark. And the rabbis he visits for advice only dole out platitudes. Still God moves in mysterious - and not always pleasant - ways, as Larry and his family will find out.",comedy
71494,"Haunted World of El Superbeasto, The (2009)","The story follows the adventures of El Superbeasto, a washed-up Mexican luchador, and his sultry sidekick and sister Suzi-X as they confront an evil villain by the name of Dr. Satan. The adventure, set in the mythic world of Monsterland, also has a character named Murray the robot.",animation
71530,Surrogates (2009),"People are living their lives remotely from the safety of their own homes via robotic surrogates -- sexy, physically perfect mechanical representations of themselves. It's an ideal world where crime, pain, fear and consequences don't exist. When the first murder in years jolts this utopia, FBI agent Greer discovers a vast conspiracy behind the surrogate phenomenon and must abandon his own surrogate, risking his life to unravel the mystery.",sci-fi
71535,Zombieland (2009),"Searching for family. In the early twenty-first century, zombies have taken over America. A shy and inexperienced college student in Texas has survived by following his 30 rules: such as ""look in the back seat,"" ""double-tap,"" ""avoid public restrooms."" He decides to travel to Ohio to see if his parents are alive. He gets a ride with a boisterous zombie-hating good-old boy headed for Florida, and soon they confront a young woman whose sister has been bitten by a zombie and wants to be put out of her misery. The sisters were headed to an LA amusement park they've heard is zombie free. Can the kid from Ohio get to his family? And what about rule thirty one?",comedy
71579,"Education, An (2009)","In the early 1960's, sixteen year old Jenny Mellor lives with her parents in the London suburb of Twickenham. On her father's wishes, everything that Jenny does is in the sole pursuit of being accepted into Oxford, as he wants her to have a better life than he. Jenny is bright, pretty, hard working but also naturally gifted. The only problems her father may perceive in her life is her issue with learning Latin, and her dating a boy named Graham, who is nice but socially awkward. Jenny's life changes after she meets David Goldman, a man over twice her age. David goes out of his way to show Jenny and her family that his interest in her is not improper and that he wants solely to expose her to cultural activities which she enjoys. Jenny quickly gets accustomed to the life to which David and his constant companions, Danny and Helen, have shown her, and Jenny and David's relationship does move into becoming a romantic one. However, Jenny slowly learns more about David, and by association Danny and Helen, and specifically how they make their money. Jenny has to decide if what she learns about them and leading such a life is worth forgoing her plans of higher eduction at Oxford.",romance
71838,Law Abiding Citizen (2009),A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.,fantasy
71899,Mary and Max (2009),"A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York.",animation
72011,Up in the Air (2009),"With a job traveling around the country firing people, Ryan Bingham enjoys his life living out of a suitcase, but finds that lifestyle threatened by the presence of a new hire and a potential love interest.",romance
72104,Balance (1989),A group of fishermen on a precariously balanced platform fight over a trunk.,animation
72129,Saw VI (2009),"Special Agent Strahm is dead, and Detective Hoffman has emerged as the unchallenged successor to Jigsaw's legacy. However, when the FBI draws closer to Hoffman, he is forced to set a game into motion, and Jigsaw's grand scheme is finally understood.",comedy
72209,Astro Boy (2009),"Set in futuristic Metro City, Astro Boy is about a young robot with incredible powers created by a brilliant scientist in the image of the son he has lost. Unable to fulfill the grieving man's expectations, our hero embarks on a journey in search of acceptance, experiencing betrayal and a netherworld of robot gladiators, before he returns to save Metro City and reconcile with the father who had rejected him.",animation
72226,Fantastic Mr. Fox (2009),An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,animation
72308,Battlestar Galactica: The Plan (2009),"When the initial Cylon attack against the Twelve Colonies fails to achieve complete extermination of human life as planned, twin Number Ones (Cavils) embedded on Galactica and Caprica must improvise to destroy the human survivors.",sci-fi
72378,2012 (2009),A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind.,sci-fi
